0.000000000000000000e+00,6.676999999999999602e-01,1.055500000000000105e+00,1.706700000000000106e+00,2.757000000000000117e+00,5.475900000000000212e+00,7.488699999999999690e+00,8.334400000000000475e+00,9.572400000000000020e+00,1.127560000000000073e+01,1.206579999999999941e+01,1.336899999999999977e+01,1.584989999999999988e+01,1.784860000000000113e+01,2.077799999999999869e+01,2.138060000000000116e+01,2.386899999999999977e+01,2.620349999999999824e+01,2.729350000000000165e+01,2.812890000000000157e+01
6.676999999999999602e-01,0.000000000000000000e+00,3.878000000000001446e-01,1.039000000000000146e+00,2.089300000000000157e+00,4.808200000000000252e+00,6.820999999999999730e+00,7.666700000000000514e+00,8.904700000000000060e+00,1.060790000000000077e+01,1.139809999999999945e+01,1.270129999999999981e+01,1.518219999999999992e+01,1.718090000000000117e+01,2.011029999999999873e+01,2.071290000000000120e+01,2.320129999999999981e+01,2.553579999999999828e+01,2.662580000000000169e+01,2.746120000000000161e+01
1.055500000000000105e+00,3.878000000000001446e-01,0.000000000000000000e+00,6.512000000000000011e-01,1.701500000000000012e+00,4.420399999999999885e+00,6.433199999999999363e+00,7.278900000000000148e+00,8.516899999999999693e+00,1.022010000000000041e+01,1.101029999999999909e+01,1.231349999999999945e+01,1.479439999999999955e+01,1.679310000000000258e+01,1.972250000000000014e+01,2.032510000000000261e+01,2.281350000000000122e+01,2.514799999999999969e+01,2.623800000000000310e+01,2.707340000000000302e+01
1.706700000000000106e+00,1.039000000000000146e+00,6.512000000000000011e-01,0.000000000000000000e+00,1.050300000000000011e+00,3.769200000000000106e+00,5.782000000000000028e+00,6.627700000000000813e+00,7.865700000000000358e+00,9.568900000000001071e+00,1.035909999999999975e+01,1.166230000000000011e+01,1.414320000000000022e+01,1.614189999999999969e+01,1.907129999999999725e+01,1.967389999999999972e+01,2.216229999999999833e+01,2.449679999999999680e+01,2.558680000000000021e+01,2.642220000000000013e+01
2.757000000000000117e+00,2.089300000000000157e+00,1.701500000000000012e+00,1.050300000000000011e+00,0.000000000000000000e+00,2.718900000000000095e+00,4.731700000000000017e+00,5.577400000000000801e+00,6.815400000000000347e+00,8.518600000000001060e+00,9.308799999999999741e+00,1.061200000000000010e+01,1.309290000000000020e+01,1.509160000000000146e+01,1.802099999999999724e+01,1.862359999999999971e+01,2.111199999999999832e+01,2.344649999999999679e+01,2.453650000000000020e+01,2.537190000000000012e+01
5.475900000000000212e+00,4.808200000000000252e+00,4.420399999999999885e+00,3.769200000000000106e+00,2.718900000000000095e+00,0.000000000000000000e+00,2.012799999999999478e+00,2.858500000000000263e+00,4.096499999999999808e+00,5.799700000000000522e+00,6.589899999999999203e+00,7.893099999999999561e+00,1.037399999999999878e+01,1.237270000000000181e+01,1.530209999999999937e+01,1.590470000000000184e+01,1.839310000000000045e+01,2.072759999999999891e+01,2.181760000000000232e+01,2.265300000000000225e+01
7.488699999999999690e+00,6.820999999999999730e+00,6.433199999999999363e+00,5.782000000000000028e+00,4.731700000000000017e+00,2.012799999999999478e+00,0.000000000000000000e+00,8.457000000000007844e-01,2.083700000000000330e+00,3.786900000000001043e+00,4.577099999999999724e+00,5.880300000000000082e+00,8.361200000000000188e+00,1.035990000000000144e+01,1.328929999999999900e+01,1.389190000000000147e+01,1.638029999999999831e+01,1.871479999999999677e+01,1.980480000000000018e+01,2.064020000000000010e+01
8.334400000000000475e+00,7.666700000000000514e+00,7.278900000000000148e+00,6.627700000000000813e+00,5.577400000000000801e+00,2.858500000000000263e+00,8.457000000000007844e-01,0.000000000000000000e+00,1.237999999999999545e+00,2.941200000000000259e+00,3.731399999999998940e+00,5.034599999999999298e+00,7.515499999999999403e+00,9.514200000000000657e+00,1.244359999999999822e+01,1.304620000000000068e+01,1.553459999999999930e+01,1.786909999999999599e+01,1.895909999999999940e+01,1.979449999999999932e+01
9.572400000000000020e+00,8.904700000000000060e+00,8.516899999999999693e+00,7.865700000000000358e+00,6.815400000000000347e+00,4.096499999999999808e+00,2.083700000000000330e+00,1.237999999999999545e+00,0.000000000000000000e+00,1.703200000000000713e+00,2.493399999999999395e+00,3.796599999999999753e+00,6.277499999999999858e+00,8.276200000000001111e+00,1.120559999999999867e+01,1.180820000000000114e+01,1.429659999999999975e+01,1.663109999999999644e+01,1.772109999999999985e+01,1.855649999999999977e+01
1.127560000000000073e+01,1.060790000000000077e+01,1.022010000000000041e+01,9.568900000000001071e+00,8.518600000000001060e+00,5.799700000000000522e+00,3.786900000000001043e+00,2.941200000000000259e+00,1.703200000000000713e+00,0.000000000000000000e+00,7.901999999999986812e-01,2.093399999999999039e+00,4.574299999999999145e+00,6.573000000000000398e+00,9.502399999999997959e+00,1.010500000000000043e+01,1.259339999999999904e+01,1.492789999999999750e+01,1.601790000000000092e+01,1.685330000000000084e+01
1.206579999999999941e+01,1.139809999999999945e+01,1.101029999999999909e+01,1.035909999999999975e+01,9.308799999999999741e+00,6.589899999999999203e+00,4.577099999999999724e+00,3.731399999999998940e+00,2.493399999999999395e+00,7.901999999999986812e-01,0.000000000000000000e+00,1.303200000000000358e+00,3.784100000000000463e+00,5.782800000000001717e+00,8.712199999999999278e+00,9.314800000000001745e+00,1.180320000000000036e+01,1.413769999999999882e+01,1.522770000000000223e+01,1.606310000000000215e+01
1.336899999999999977e+01,1.270129999999999981e+01,1.231349999999999945e+01,1.166230000000000011e+01,1.061200000000000010e+01,7.893099999999999561e+00,5.880300000000000082e+00,5.034599999999999298e+00,3.796599999999999753e+00,2.093399999999999039e+00,1.303200000000000358e+00,0.000000000000000000e+00,2.480900000000000105e+00,4.479600000000001359e+00,7.408999999999998920e+00,8.011600000000001387e+00,1.050000000000000000e+01,1.283449999999999847e+01,1.392450000000000188e+01,1.475990000000000180e+01
1.584989999999999988e+01,1.518219999999999992e+01,1.479439999999999955e+01,1.414320000000000022e+01,1.309290000000000020e+01,1.037399999999999878e+01,8.361200000000000188e+00,7.515499999999999403e+00,6.277499999999999858e+00,4.574299999999999145e+00,3.784100000000000463e+00,2.480900000000000105e+00,0.000000000000000000e+00,1.998700000000001253e+00,4.928099999999998815e+00,5.530700000000001282e+00,8.019099999999999895e+00,1.035359999999999836e+01,1.144360000000000177e+01,1.227900000000000169e+01
1.784860000000000113e+01,1.718090000000000117e+01,1.679310000000000258e+01,1.614189999999999969e+01,1.509160000000000146e+01,1.237270000000000181e+01,1.035990000000000144e+01,9.514200000000000657e+00,8.276200000000001111e+00,6.573000000000000398e+00,5.782800000000001717e+00,4.479600000000001359e+00,1.998700000000001253e+00,0.000000000000000000e+00,2.929399999999997561e+00,3.532000000000000028e+00,6.020399999999998641e+00,8.354899999999997107e+00,9.444900000000000517e+00,1.028030000000000044e+01
2.077799999999999869e+01,2.011029999999999873e+01,1.972250000000000014e+01,1.907129999999999725e+01,1.802099999999999724e+01,1.530209999999999937e+01,1.328929999999999900e+01,1.244359999999999822e+01,1.120559999999999867e+01,9.502399999999997959e+00,8.712199999999999278e+00,7.408999999999998920e+00,4.928099999999998815e+00,2.929399999999997561e+00,0.000000000000000000e+00,6.026000000000024670e-01,3.091000000000001080e+00,5.425499999999999545e+00,6.515500000000002956e+00,7.350900000000002876e+00
2.138060000000000116e+01,2.071290000000000120e+01,2.032510000000000261e+01,1.967389999999999972e+01,1.862359999999999971e+01,1.590470000000000184e+01,1.389190000000000147e+01,1.304620000000000068e+01,1.180820000000000114e+01,1.010500000000000043e+01,9.314800000000001745e+00,8.011600000000001387e+00,5.530700000000001282e+00,3.532000000000000028e+00,6.026000000000024670e-01,0.000000000000000000e+00,2.488399999999998613e+00,4.822899999999997078e+00,5.912900000000000489e+00,6.748300000000000409e+00
2.386899999999999977e+01,2.320129999999999981e+01,2.281350000000000122e+01,2.216229999999999833e+01,2.111199999999999832e+01,1.839310000000000045e+01,1.638029999999999831e+01,1.553459999999999930e+01,1.429659999999999975e+01,1.259339999999999904e+01,1.180320000000000036e+01,1.050000000000000000e+01,8.019099999999999895e+00,6.020399999999998641e+00,3.091000000000001080e+00,2.488399999999998613e+00,0.000000000000000000e+00,2.334499999999998465e+00,3.424500000000001876e+00,4.259900000000001796e+00
2.620349999999999824e+01,2.553579999999999828e+01,2.514799999999999969e+01,2.449679999999999680e+01,2.344649999999999679e+01,2.072759999999999891e+01,1.871479999999999677e+01,1.786909999999999599e+01,1.663109999999999644e+01,1.492789999999999750e+01,1.413769999999999882e+01,1.283449999999999847e+01,1.035359999999999836e+01,8.354899999999997107e+00,5.425499999999999545e+00,4.822899999999997078e+00,2.334499999999998465e+00,0.000000000000000000e+00,1.090000000000003411e+00,1.925400000000003331e+00
2.729350000000000165e+01,2.662580000000000169e+01,2.623800000000000310e+01,2.558680000000000021e+01,2.453650000000000020e+01,2.181760000000000232e+01,1.980480000000000018e+01,1.895909999999999940e+01,1.772109999999999985e+01,1.601790000000000092e+01,1.522770000000000223e+01,1.392450000000000188e+01,1.144360000000000177e+01,9.444900000000000517e+00,6.515500000000002956e+00,5.912900000000000489e+00,3.424500000000001876e+00,1.090000000000003411e+00,0.000000000000000000e+00,8.353999999999999204e-01
2.812890000000000157e+01,2.746120000000000161e+01,2.707340000000000302e+01,2.642220000000000013e+01,2.537190000000000012e+01,2.265300000000000225e+01,2.064020000000000010e+01,1.979449999999999932e+01,1.855649999999999977e+01,1.685330000000000084e+01,1.606310000000000215e+01,1.475990000000000180e+01,1.227900000000000169e+01,1.028030000000000044e+01,7.350900000000002876e+00,6.748300000000000409e+00,4.259900000000001796e+00,1.925400000000003331e+00,8.353999999999999204e-01,0.000000000000000000e+00
